17.445547083333,78.349075305556,251
17.4461975,78.349380472222,76
17.446955555556,78.346888888889,122
17.446281416667,78.35004425,198
17.446002944444,78.350379916667,96
17.444561,78.349937416667,269
17.445814111111,78.349060055556,0
17.445869444444,78.349098194444,325
17.4461975,78.349380472222,324
17.445816027778,78.349143972222,0
17.445520388889,78.3491745,344
17.445388777778,78.348999,322
17.446803333333,78.346894444444,307
17.446172694444,78.349281305556,8
0,0,
17.445882777778,78.349258416667,130
17.447076666667,78.348587222222,225
17.44512175,78.350509638889,247
17.446420666667,78.349822972222,150
17.44535825,78.3498535,103
17.445049277778,78.349754333333,350
17.445524194444,78.349449138889,319
17.445140833333,78.35051725,189
17.444589611111,78.349891638889,283
17.446843888889,78.347008055556,215
17.445388777778,78.348999,274
17.445652,78.350906361111,171
17.445371611111,78.34963225,353
17.446578333333,78.347218888889,284
17.446172694444,78.349327083333,109
17.4461975,78.349380472222,30
17.445882777778,78.349258416667,121
17.445547083333,78.349075305556,3
17.445524194444,78.349449138889,351
0,0,
17.446464527778,78.350120527778,177
17.445978055556,78.34865,97
17.446841388889,78.3469875,272
0,0,
17.444622027778,78.349777222222,215
17.445547083333,78.349075305556,7
17.445352527778,78.348800638889,341
17.444892861111,78.350036611111,163
17.44605825,78.350120527778,207
17.446054444444,78.349235527778,136
17.445869444444,78.349098194444,323
17.446172694444,78.349327083333,109
17.4461975,78.349380472222,350
17.445814111111,78.349060055556,348
17.446172694444,78.349281305556,49
17.445068333333,78.350028972222,134
17.445352527778,78.348800638889,236
17.44605825,78.350120527778,182
17.444561,78.349937416667,255
0,0,
17.444820388889,78.350173944444,184
17.446052527778,78.350303638889,158
17.447183611111,78.348520833333,136
17.4461975,78.349380472222,43
17.445388777778,78.348999,276
0,0,
17.44535825,78.3498535,123
17.446464527778,78.350120527778,155
17.445465083333,78.349411,2
17.445140833333,78.35051725,257
17.446172694444,78.349281305556,154
0,0,
17.446556083333,78.349227888889,22
0,0,
17.447188611111,78.348516111111,327
17.445871333333,78.350410444444,114
17.445245722222,78.35092925,204
17.446002944444,78.350379916667,117
0,0,
17.445140833333,78.35051725,226
17.444774611111,78.350189194444,207
17.446978055556,78.347289722222,133
17.445390694444,78.3496475,3
